Time,TM,RSRP,RSSI,UE_TX_Power,RSRQ,NodeB_RX
15:48:32.668,1,-83.9,-78.9,-3.2,-5,-92.1
15:48:56.070,1,-89.5,-84.9,2.8,-4.6,-100.8
15:48:56.428,1,-84.7,-80.5,-2.3,-4.2,-95.7
15:49:00.750,1,-90.2,-85.7,1.8,-4.5,-105.1
15:49:11.910,1,-87.5,-78.1,0.8,-9.4,-98.6
15:49:14.068,1,-87.6,-78.4,-1.2,-9.2,-101
15:49:19.108,1,-94.4,-83.8,5.8,-10.7,-107.6
15:49:26.310,1,-86.9,-76.5,-6.3,-10.4,-95.1
15:49:27.448,1,-82.6,-73.2,-6.3,-9.4,-101.4
15:49:28.190,1,-97.1,-86.7,-7.3,-10.5,-118.7
15:49:28.390,1,-89.8,-76,-7.3,-13.8,-101
15:49:29.908,1,-89,-78.6,-8.3,-10.4,-107.8
15:49:34.588,1,-84.7,-80.3,-0.9,-4.4,-104.9
15:50:10.648,1,-58.3,-51.8,-20.2,-6.4,-81.6
15:50:18.228,1,-74.3,-68.3,-15.9,-6,-86.4
15:50:27.508,1,-74.6,-66,-25.3,-8.6,-86.7
15:50:28.648,1,-77.5,-71.8,-22.3,-5.6,-96.8
15:50:38.728,2,-66.2,-59.8,-33.1,-6.4,-86.6
15:50:41.910,1,-66.8,-59.1,-38.1,-7.7,-90.8
15:50:50.928,1,-66.4,-57.9,-27.7,-8.5,-83
15:50:53.788,1,-69.2,-60.4,-25.4,-8.8,-89.9
15:51:08.288,1,-66.8,-62.5,-35,-4.3,-87.4
15:51:13.228,1,-66.4,-58.3,-33,-8.1,-86.6
15:51:26.856,1,-66.9,-64,-32,-2.9,-89
15:51:30.576,1,-66.2,-62.1,-31.8,-4.2,-93.8
15:51:31.456,1,-65.3,-60.6,-29.8,-4.7,-83.3
15:51:31.656,1,-67.4,-63,-31.8,-4.4,-85.7
15:51:31.736,1,-66.9,-64,-29.8,-2.9,-90.4
15:51:34.456,1,-66.9,-62.2,-30.8,-4.6,-83.5
15:51:34.816,1,-67.1,-58.6,-32.8,-8.5,-92.5
15:51:34.856,1,-67.4,-64.2,-32.8,-3.2,-95.6
15:51:35.296,1,-67.7,-64.2,-31,-3.5,-89.9
15:51:39.216,1,-71.9,-63.1,-25.6,-8.8,-91.6
15:51:44.464,1,-68.3,-62.8,-29.4,-5.6,-86.7
15:51:51.954,1,-66.4,-62.2,-27,-4.2,-83.8
15:51:57.084,1,-65.7,-59,-28.2,-6.7,-78.3
15:51:59.964,1,-66.8,-63.7,-26.4,-3.1,-87.5
15:52:00.604,1,-69.2,-64.9,-26.4,-4.3,-97
15:52:02.296,1,-70.3,-61.7,-26.6,-8.6,-88.4
15:52:06.064,1,-65.3,-62.2,-28.4,-3.1,-91.1
15:52:07.504,1,-62.7,-56.3,-31.2,-6.4,-78.7
15:52:14.656,2,-77.6,-62.8,-36.8,-14.8,-92.9
15:52:16.284,1,-68.2,-60.6,-34,-7.6,-94
15:52:16.296,1,-71.2,-64.9,-27.6,-6.3,-91.5
15:52:17.446,2,-69.7,-59.9,-25.7,-9.8,-83.7
15:52:17.924,2,-76.1,-66.2,-25.9,-9.9,-95.3
15:52:20.384,2,-61.3,-57.1,-32.2,-4.2,-77.8
15:52:21.104,1,-70.7,-62.7,-29.4,-8,-86.8
15:52:27.224,1,-62.1,-53.2,-30.4,-8.9,-83.3
15:52:29.744,1,-71,-64.1,-26.4,-6.9,-88.1
15:52:35.504,1,-64.2,-57.6,-24.4,-6.6,-79.2
15:52:36.224,1,-72.1,-63.4,-26.2,-8.7,-93.1
15:52:42.704,1,-61.3,-58.7,-21.2,-2.6,-81.6
15:52:45.224,1,-67.6,-59.4,-21.4,-8.1,-84
15:52:45.284,1,-66.9,-58.7,-21.2,-8.3,-81.7
15:52:50.284,1,-75.2,-68.2,-25,-7,-96.7
15:52:52.784,1,-68.1,-65.1,-16.4,-3,-83.5
15:53:01.784,1,-74.8,-67.9,-22.2,-6.9,-91.4
15:53:02.144,1,-69.7,-63.2,-22.2,-6.5,-88.5
15:53:03.644,1,-70.4,-63.2,-25,-7.1,-87.1
15:53:05.084,1,-71.6,-64.2,-23,-7.4,-91.7
15:53:05.744,1,-67.5,-61.2,-22.4,-6.3,-83.8
15:53:10.784,1,-76.8,-70.7,-8.2,-6.2,-94.1
15:53:16.966,1,-78.3,-71.2,-6.2,-7,-86.7
15:53:26.284,1,-80.6,-76.2,-1.4,-4.4,-100.6
15:53:28.144,2,-82.5,-78.1,-1.4,-4.4,-96.5
15:53:29.504,1,-82.5,-74,6.6,-8.5,-93.7
15:53:32.034,1,-88.8,-78.6,-2,-10.3,-94.6
15:53:35.004,1,-87.4,-77.1,-7,-10.3,-104.8
15:53:35.644,1,-85,-74.2,-6.7,-10.8,-97
15:53:35.966,2,-84.6,-74.2,-6,-10.5,-94.5
15:53:37.166,2,-77.5,-72.2,-7.4,-5.4,-95.7
15:54:01.614,2,-81.4,-75.4,-9.8,-6,-89.3
15:54:05.504,1,-81.7,-78.7,-8.4,-3.1,-99.5
15:54:06.224,1,-81.5,-72.6,-9.2,-9,-95.9
15:54:11.004,1,-85.1,-75.8,-8.3,-9.3,-101
15:54:12.784,1,-83.1,-78.9,-4.3,-4.1,-101.1
15:54:14.224,1,-91.1,-84.4,0.6,-6.7,-101.3
15:54:22.144,1,-96.8,-83.9,-4,-12.9,-106.3
15:54:22.784,1,-91.2,-87.1,-8,-4.1,-108.4
15:54:23.584,1,-87,-80.2,-9,-6.9,-107.3
15:54:28.206,1,-88.2,-83.5,0.7,-4.7,-107
15:54:44.034,1,-85.5,-78.8,-5,-6.8,-99.8
15:54:44.096,1,-83.6,-76.3,-5.1,-7.3,-97.2
15:54:47.724,1,-91.4,-86.7,-8,-4.7,-107.8
15:54:48.364,1,-92.8,-86.2,-5.4,-6.6,-105.7
15:54:48.784,1,-95.2,-87.1,-4,-8.1,-110.2
15:54:50.144,1,-91.1,-83.8,-0.4,-7.4,-98.1
15:54:50.606,1,-94.5,-87.4,9,-7.1,-108.8
15:54:51.584,1,-98.9,-86.9,5,-11.9,-106.6
15:54:54.784,2,-97.4,-83.2,-2,-14.1,-107.6
15:54:54.846,2,-97.6,-85,-2,-12.6,-107.4
15:54:55.906,2,-97.9,-85.8,5.5,-12.1,-111
15:54:56.386,2,-94.6,-82.8,5.8,-11.9,-100
15:54:56.626,2,-98.4,-84.9,1.5,-13.5,-106.1
15:54:56.996,2,-93.2,-84,-1.9,-9.2,-102.1
15:54:57.056,2,-99.9,-86.8,9.5,-13.1,-105.6
15:54:58.224,2,-86.4,-79.7,-8.4,-6.7,-100.6
15:54:58.796,1,-87.9,-83.8,-0.1,-4.1,-103.5
15:54:59.114,1,-91,-84.4,-2.4,-6.6,-102
15:54:59.516,1,-88.9,-81.2,-3.2,-7.7,-98.3
15:55:00.686,1,-91.5,-83.3,-8.4,-8.2,-106.7
15:55:01.676,1,-91.3,-84,2.4,-7.3,-98.3
15:55:01.706,1,-89.9,-83.6,-8.4,-6.3,-103.4
15:55:01.786,1,-89.3,-80.8,-5.4,-8.5,-104.5
15:55:02.224,1,-86.7,-80.4,-11.4,-6.2,-104.7
15:55:02.856,1,-82.3,-75.5,-10.6,-6.8,-91.1
15:55:04.144,1,-86.1,-79.2,-13,-6.9,-103
15:55:04.206,1,-86.4,-78.7,-11.4,-7.7,-100.7
15:55:04.556,1,-90.4,-83.3,-3.6,-7.1,-101.2
15:55:05.006,1,-86.2,-78.4,-4.2,-7.8,-100.9
15:55:05.656,1,-93.2,-84.6,-6.8,-8.7,-105.3
15:55:05.738,1,-90.9,-82.1,1.5,-8.8,-101.8
15:55:05.956,1,-92.8,-85.4,1.8,-7.4,-108.4
15:55:06.224,1,-91.4,-85.6,-4.2,-5.8,-102.6
15:55:06.584,1,-97.4,-86.4,2.8,-11,-111.2
15:55:06.784,1,-95.1,-83.5,6.2,-11.6,-98.5
15:55:07.584,2,-91,-82,-3.2,-9,-102.1
15:55:07.878,2,-90.2,-82.1,8.1,-8.1,-104.5
15:55:08.156,2,-94,-81.8,1,-12.2,-103.7
15:55:08.228,2,-91.5,-82,-1.2,-9.5,-101.4
15:55:08.826,2,-96.1,-81.2,-4,-14.8,-115.1
15:55:09.346,2,-99,-84.8,1.7,-14.2,-106.4
15:55:09.504,2,-94.6,-84.8,3.3,-9.8,-102.7
15:55:09.784,2,-92.7,-84.2,7.8,-8.5,-105
15:55:09.918,1,-95.9,-87.1,7.8,-8.8,-107.3
15:55:10.038,1,-89.7,-83.8,7.1,-5.9,-99.7
15:55:10.864,1,-90.5,-82.2,-6,-8.3,-98.2
15:55:10.986,1,-98.9,-85.6,-0.4,-13.4,-110.2
15:55:11.116,1,-92.1,-87,-7,-5.1,-108.8
15:55:12.206,1,-88.6,-84.3,-0.4,-4.2,-103.8
15:55:12.224,1,-88.9,-85.5,0.8,-3.4,-108.9
15:55:12.936,1,-97.9,-85.3,-3.2,-12.6,-109.5
15:55:14.466,1,-84.7,-77.3,-3.2,-7.4,-97.6
15:55:14.504,1,-87.4,-82.2,1.8,-5.2,-101.8
15:55:15.356,1,-91,-79.9,-5.1,-11.1,-101.4
15:55:15.806,1,-91.4,-81.1,-3,-10.4,-98.4
15:55:16.156,1,-83.2,-74.3,-8.4,-8.9,-99.1
15:55:16.186,1,-84.3,-75.9,-9.1,-8.4,-95.9
15:55:16.746,1,-86.3,-77.5,-3.4,-8.8,-97.9
15:55:16.876,1,-87.6,-81.7,-1.4,-6,-97.4
15:55:18.606,1,-84,-74.5,-8,-9.5,-102.8
15:55:19.584,1,-97.7,-80.3,-11.4,-17.3,-104.6
15:55:20.486,1,-85.1,-74.7,-1.4,-10.4,-92.2
15:55:20.706,1,-90.2,-75.1,-4,-15.1,-99.2
15:55:21.526,2,-92.9,-74.8,-12.7,-18.1,-100.9
15:55:21.784,2,-86.2,-74.4,-10.8,-11.8,-97.4
15:55:22.224,2,-81.4,-71.4,-19.2,-9.9,-98.6
15:55:22.306,2,-77,-69.7,-19.2,-7.3,-92.5
15:55:23.716,1,-66.3,-63.6,-15.1,-2.7,-83.4
15:55:24.784,1,-69.5,-65.8,-21.4,-3.7,-85.3
15:55:25.144,1,-67.8,-63.8,-20.4,-4.1,-86.8
15:55:25.886,1,-71.6,-63.7,-16.8,-7.9,-83.9
15:55:26.866,1,-78.1,-69.7,-6.8,-8.4,-92.1
15:55:27.296,1,-74.9,-69.8,-19.4,-5.1,-88.2
15:55:29.806,1,-79.1,-71.2,-25.8,-8,-97.6
15:55:31.144,1,-92.9,-76.4,-20,-16.5,-102.6
15:55:31.906,2,-78,-73.8,-22.3,-4.2,-95.7
15:55:31.966,2,-78.6,-73.2,-21.8,-5.4,-93.6
15:55:32.584,1,-79.1,-72.9,-15.8,-6.2,-102.3
15:55:32.636,1,-74.4,-68.8,-16,-5.6,-94.4
15:55:34.486,1,-94.7,-82.8,-18,-12,-107.1
15:55:35.206,1,-78.6,-73.1,-11.5,-5.5,-93.4
15:55:36.504,1,-81.3,-77.2,-17.2,-4.1,-98
15:55:37.004,1,-79,-72.2,-16.8,-6.8,-93.5
15:55:38.466,1,-77.6,-70.1,-20.1,-7.5,-98
15:55:39.076,1,-87.4,-70.4,-17.4,-17,-98.9
15:55:40.906,1,-82.2,-76,-17.4,-6.2,-101.9
15:55:41.986,1,-81.5,-73.2,-17.2,-8.3,-96.7
15:55:42.346,1,-88,-78.9,-16,-9.1,-102.2
15:55:43.506,1,-81.1,-74,-11.2,-7.1,-90.7
15:55:44.878,1,-80.8,-75.2,-22,-5.6,-92.2
15:55:45.504,1,-98.4,-81.6,-18.4,-16.8,-108.2
15:55:45.546,1,-88.7,-78,-15.2,-10.7,-104.8
15:55:45.966,1,-84.1,-79.6,-15.4,-4.5,-103.1
15:55:46.766,2,-82.8,-78.2,-3.5,-4.6,-91.1
15:55:47.406,2,-90.3,-81.1,-5.8,-9.2,-103.8
15:55:47.486,2,-88,-80.4,-5.2,-7.6,-97.3
15:55:47.566,1,-92.7,-85.3,-8,-7.3,-102.2
15:55:47.584,1,-87.9,-80.1,-7,-7.8,-104.3
15:55:47.784,1,-89.3,-83.7,-2.3,-5.6,-103.3
15:55:48.426,1,-87.9,-79.6,-5.1,-8.3,-99.4
15:55:48.846,1,-90.7,-85,-9.4,-5.7,-107.2
15:55:49.186,1,-85.5,-77.9,-10.1,-7.6,-108.4
15:55:49.224,1,-89.6,-81.9,-4.5,-7.7,-107
15:55:49.784,1,-90.8,-82.1,-0.4,-8.7,-104.1
15:55:49.864,1,-89.6,-81.3,0.6,-8.2,-101.4
15:55:51.746,1,-97.1,-89.1,-1.4,-8,-107
15:55:52.066,1,-96.9,-87.5,3.6,-9.4,-105.3
15:55:52.224,1,-96.1,-88.8,2.6,-7.4,-106.4
15:55:52.746,1,-93.5,-88.5,0,-5,-112.9
15:55:53.168,1,-96.6,-83.8,5.6,-12.8,-104.3
15:55:53.784,1,-92.4,-83.7,-9,-8.8,-107.7
15:55:53.886,1,-91.3,-81.7,-4.2,-9.6,-108
15:55:54.316,1,-92,-81.8,-2.1,-10.2,-107.5
15:55:54.606,1,-79.5,-71.7,-31,-7.8,-98.4
15:55:55.378,1,-88.4,-75.8,-14.4,-12.6,-103.1
15:55:56.126,1,-74.5,-69.3,-23.4,-5.2,-87
15:55:56.144,1,-74.3,-69,-25.4,-5.3,-90.2
15:55:56.224,1,-70.8,-63.4,-27,-7.4,-87.2
15:55:56.546,1,-75.3,-66,-24,-9.3,-85.2
15:55:57.186,2,-84.6,-73.4,-22,-11.2,-100.1
15:55:57.584,2,-77.1,-69.2,-27.2,-7.9,-94.4
15:55:57.916,2,-77.8,-73.1,-20.4,-4.7,-89.9
15:55:59.006,1,-73.7,-66,-18.2,-7.7,-88
15:56:00.706,1,-74,-70.9,-13.3,-3.1,-92.6
15:56:01.806,1,-81.3,-73.2,-11.8,-8.1,-95.4
15:56:02.826,1,-81.8,-71.1,-11.1,-10.7,-95.7
15:56:02.878,1,-83,-73.5,-4.8,-9.5,-96.1
15:56:03.966,2,-86.4,-72.9,-11.5,-13.4,-99.2
15:56:04.046,2,-81.8,-72.7,-14.4,-9.1,-95.2
15:56:04.746,2,-77.6,-74,-14,-3.6,-90.3
15:56:05.046,1,-74.4,-70.3,-13.8,-4.1,-94.4
15:56:05.386,1,-76.6,-72,-16.7,-4.6,-96.9
15:56:06.224,1,-79,-74.8,-13.4,-4.2,-96.4
15:56:06.306,1,-79.7,-72,-16.1,-7.7,-93.2
15:56:06.436,1,-76.4,-71.1,-18.4,-5.3,-90.3
15:56:07.146,1,-78.5,-71.1,-13.4,-7.4,-97
15:56:07.276,1,-84.8,-77.5,-17.8,-7.3,-106.3
15:56:08.366,1,-90.6,-76.6,-21,-14.1,-103.4
15:56:08.706,2,-91.1,-79.5,-13.7,-11.6,-106.2
15:56:09.666,2,-86.6,-72.2,-21,-14.4,-101.9
15:56:10.026,2,-88.5,-78.3,-18,-10.2,-104.7
15:56:10.076,2,-84.6,-76.2,-15.1,-8.4,-98.3
15:56:10.666,2,-75.4,-67.2,-10.1,-8.3,-87.4
15:56:10.746,2,-74.9,-69.5,-9.9,-5.4,-88.6
15:56:10.796,2,-74.7,-68.3,-11.7,-6.4,-93.9
15:56:11.176,1,-77.8,-70.7,-7.5,-7.1,-92.4
15:56:12.606,1,-78.4,-70.6,-11.1,-7.8,-91.4
15:56:12.946,1,-77.1,-71.4,-0.2,-5.6,-83.2
15:56:14.056,1,-79,-74.1,-19,-5,-96.9
15:56:14.778,1,-78.6,-70.8,-13.4,-7.8,-93.2
15:56:15.116,1,-82,-74.3,-15.3,-7.7,-98.9
15:56:15.144,1,-78.8,-71,-10.2,-7.8,-99.1
15:56:15.224,1,-80.2,-75.7,-12.4,-4.5,-98.3
15:56:15.546,1,-77.5,-70.3,-10.4,-7.2,-89.7
15:56:18.366,1,-77.2,-73.8,-14.2,-3.5,-98.2
15:56:18.446,1,-74.1,-68.8,-11.2,-5.3,-89
15:56:18.864,1,-71.1,-67.3,-16.4,-3.8,-88.3
15:56:19.436,1,-76.4,-71.7,-14.8,-4.7,-93
15:56:20.156,1,-77.8,-70.9,-22.4,-6.9,-96.6
15:56:21.326,1,-77.7,-72.2,-20.4,-5.6,-91.6
15:56:21.666,1,-68.7,-64.4,-18.2,-4.3,-88.9
15:56:22.144,1,-73.8,-69.9,-19.4,-3.8,-95
15:56:22.224,1,-83.8,-73.2,-22.4,-10.6,-98.6
15:56:23.584,1,-76.7,-70.8,-21,-5.8,-99.3
15:56:23.864,1,-76.8,-71.4,-18,-5.4,-92.1
15:56:24.144,1,-75.5,-69,-20,-6.5,-94.1
15:56:24.504,1,-82.1,-76.2,-19,-5.9,-96.6
15:56:24.846,1,-78.4,-70.6,-11,-7.8,-93.2
15:56:24.864,1,-79.2,-72.4,-11,-6.8,-97.7
15:56:25.306,1,-83.4,-75.7,-7.2,-7.8,-96.5
15:56:25.918,1,-79,-74.6,-14.2,-4.4,-98.6
15:56:25.998,1,-81.8,-74.2,-11.1,-7.6,-95.5
15:56:26.288,1,-84.2,-76.6,-11.4,-7.6,-93.5
15:56:26.466,1,-83.7,-76.1,-9.4,-7.6,-96.2
15:56:27.426,1,-83.9,-74.9,-5.8,-9,-99.5
15:56:27.716,1,-95.1,-79.9,2,-15.2,-102.7
15:56:27.776,1,-93,-81.6,-2,-11.4,-100.5
15:56:28.446,2,-94.7,-78.8,-1,-15.9,-99.3
15:56:29.566,2,-93.6,-82.8,-1.1,-10.8,-106.5
15:56:29.706,2,-103.2,-82.3,-3.5,-20.9,-108.1
15:56:29.936,2,-100,-82.7,-1,-17.3,-105.6
15:56:32.026,2,-91.4,-79.9,5,-11.5,-100.1
15:56:32.356,2,-100.1,-81.9,1.7,-18.2,-105.4
15:56:32.406,2,-102.7,-83.2,-4,-19.5,-112.8
15:56:32.584,2,-95.3,-82.8,-2.2,-12.5,-103.4
15:56:32.756,2,-95.9,-86,9.5,-9.9,-107.4
15:56:33.166,2,-96.9,-85.7,2.8,-11.3,-109.8
15:56:33.584,2,-99.6,-87.2,3.8,-12.4,-98.4
15:56:33.826,2,-105.2,-90.8,2.6,-14.5,-111.2
15:56:34.616,2,-104.7,-89.3,1.5,-15.4,-115.3
15:56:34.626,2,-107.4,-89.5,0.5,-17.9,-110.8
15:56:34.966,2,-102.4,-87.8,8,-14.6,-108.2
15:56:35.386,2,-95.1,-84.8,7.6,-10.3,-108.4
15:56:36.046,1,-98.6,-88.2,7.8,-10.4,-112.6
15:56:37.426,1,-99.9,-88.7,3,-11.2,-114.2
15:56:38.156,2,-101.9,-91.4,7.6,-10.5,-107
15:56:39.906,2,-98.3,-89.2,9.8,-9,-103.7
15:56:41.406,1,-101.5,-90.7,7.6,-10.8,-106.1
15:56:41.486,1,-101.4,-91.4,5.6,-10,-117.9
15:56:42.116,1,-98.9,-88.1,3.6,-10.9,-110.6
15:56:42.546,1,-96.8,-88.1,6.6,-8.7,-112.5
15:56:43.046,2,-97.9,-87.2,7.5,-10.7,-109.3
15:56:43.646,2,-97.7,-88.6,3.1,-9.1,-107.3
15:56:43.906,2,-99,-90.7,7.5,-8.4,-102.7
15:56:43.986,2,-97.2,-89.2,6.1,-8.1,-104.8
15:56:46.146,2,-95.8,-87.3,5.9,-8.5,-106.9
15:56:47.966,1,-101.7,-90.5,1,-11.2,-110.8
15:56:48.958,2,-99.4,-89.2,2.8,-10.2,-108.8
15:56:50.386,1,-95.9,-85.8,0,-10,-108.3
15:56:52.976,2,-93.5,-83.5,-6,-10,-106.3
